transaction_id,transaction_date,facility_name,department,spend_category,vendor_name,product_description,unit_price,quantity,total_amount,contract_type,ppi_flag
TXN-104663,2025-08-15,Memorial Regional Medical Center,Vascular,Vascular,Boston Scientific,Embolization Coil (each),1047.5,1,1047.5,GPO,False
TXN-102564,2025-08-15,Riverside General Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Irrigation Solution — 3L,108.98,8,871.84,GPO,False
TXN-100311,2025-08-15,Memorial Regional Medical Center,Orthopedics,Orthopedics,Arthrex,Bone Cement (40g),302.04,8,2416.32,Local,True
TXN-101390,2025-08-16,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Patient Monitor — Bedside,6857.84,1,6857.84,GPO,False
TXN-103040,2025-08-16,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Cardinal Health,Drape — Surgical (case),827.66,4,3310.64,GPO,False
TXN-105331,2025-08-16,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,BD,IV Pole — Rolling,566.19,5,2830.95,GPO,False
TXN-100402,2025-08-16,Riverside General Hospital,Orthopedics,Orthopedics,DePuy Synthes,Spinal Rod System (Titanium),2033.41,7,14233.87,Off-Contract,True
TXN-100634,2025-08-16,Memorial Regional Medical Center,Orthopedics,Orthopedics,Zimmer Biomet,Cannulated Screw Set (6.5mm),859.6,2,1719.2,Local,True
TXN-105298,2025-08-16,St. Joseph's University Hospital,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Linen — Disposable Underpads (case),490.71,5,2453.55,Local,False
TXN-102576,2025-08-16,Riverside General Hospital,Surgical Supplies,Surgical Supplies,Boston Scientific,Surgical Stapler — Linear,723.29,2,1446.58,GPO,False
TXN-103079,2025-08-17,Northside Community Hospital,Biologics & Wound Care,Biologics & Wound Care,Smith+Nephew,Platelet-Rich Plasma Prep Kit,2158.65,2,4317.3,GPO,False
TXN-102326,2025-08-17,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Drape — Surgical (case),697.25,8,5578.0,GPO,False
TXN-105569,2025-08-17,St. Joseph's University Hospital,Other/Miscellaneous,Other/Miscellaneous,B.Braun,Hand Sanitizer — Wall Mount (case),427.78,4,1711.12,GPO,True
TXN-100180,2025-08-17,St. Joseph's University Hospital,Orthopedics,Orthopedics,DePuy Synthes,Bone Cement (40g),456.6,2,913.2,Off-Contract,True
TXN-101249,2025-08-17,Riverside General Hospital,Biomedical Equipment,Biomedical Equipment,Philips,Patient Monitor — Bedside,9423.67,4,37694.68,Off-Contract,False
TXN-104043,2025-08-17,Northside Community Hospital,Radiology,Radiology,Siemens Healthineers,CR Imaging Plate,2449.15,1,2449.15,GPO,False
TXN-104239,2025-08-17,Valley Health System — Main Campus,Clinical Engineering Services,Clinical Engineering Services,Sodexo,Annual Safety Testing — OR Suite,13092.22,1,13092.22,Off-Contract,False
TXN-104038,2025-08-17,St. Joseph's University Hospital,Radiology,Radiology,GE Healthcare,Lead Apron — Lightweight,361.77,4,1447.08,GPO,False
TXN-100747,2025-08-18,Valley Health System — Main Campus,Orthopedics,Orthopedics,Zimmer Biomet,Intramedullary Nail — Tibial,2158.65,1,2158.65,GPO,True
TXN-104634,2025-08-18,Valley Health System — Main Campus,Vascular,Vascular,Teleflex,Central Venous Catheter Kit,419.34,5,2096.7,Off-Contract,False
TXN-105436,2025-08-18,St. Joseph's University Hospital,Other/Miscellaneous,Other/Miscellaneous,Baxter,Thermometer — Digital (each),160.65,3,481.95,GPO,False
TXN-104445,2025-08-18,St. Joseph's University Hospital,Clinical Engineering Services,Clinical Engineering Services,Philips,PM Service — Patient Monitors (quarterly),5070.29,1,5070.29,GPO,False
TXN-105102,2025-08-18,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,Sodexo,IV Pole — Rolling,1111.57,10,11115.7,GPO,False
TXN-104585,2025-08-19,Northside Community Hospital,Clinical Engineering Services,Clinical Engineering Services,Agiliti,Calibration Service — Defibrillators,2270.75,1,2270.75,GPO,False
TXN-104257,2025-08-19,Riverside General Hospital,Clinical Engineering Services,Clinical Engineering Services,Agiliti,Equipment Lifecycle Assessment,14879.29,1,14879.29,GPO,False
TXN-104495,2025-08-19,Northside Community Hospital,Clinical Engineering Services,Clinical Engineering Services,Agiliti,PM Service — Infusion Pumps (quarterly),5141.58,5,25707.9,Off-Contract,False
TXN-105348,2025-08-19,Northside Community Hospital,Other/Miscellaneous,Other/Miscellaneous,Sodexo,Hand Sanitizer — Wall Mount (case),260.04,4,1040.16,Local,False
TXN-101273,2025-08-19,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,Agiliti,ECG Machine — 12-Lead,8221.17,3,24663.51,Off-Contract,False
TXN-100472,2025-08-20,Riverside General Hospital,Orthopedics,Orthopedics,DePuy Synthes,Intramedullary Nail — Femoral,2807.59,2,5615.18,GPO,True
TXN-104846,2025-08-20,Memorial Regional Medical Center,Vascular,Vascular,Abbott,Dialysis Catheter Kit,655.38,6,3932.28,Off-Contract,True
TXN-102817,2025-08-20,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Cardinal Health,Specimen Container — Sterile (case),431.5,2,863.0,Local,False
TXN-104086,2025-08-20,Riverside General Hospital,Radiology,Radiology,Philips,Lead Apron — Lightweight,261.65,4,1046.6,Off-Contract,False
TXN-104653,2025-08-20,Valley Health System — Main Campus,Vascular,Vascular,Abbott,Vascular Graft — PTFE,3149.66,1,3149.66,GPO,False
TXN-105562,2025-08-21,St. Joseph's University Hospital,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Isolation Gown (case),386.1,2,772.2,GPO,False
TXN-101313,2025-08-21,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Fluid Warmer System,5122.76,1,5122.76,GPO,False
TXN-104074,2025-08-21,Memorial Regional Medical Center,Radiology,Radiology,Siemens Healthineers,Lead Apron — Lightweight,217.61,3,652.83,GPO,False
TXN-103144,2025-08-21,Valley Health System — Main Campus,Biologics & Wound Care,Biologics & Wound Care,Smith+Nephew,Alginate Dressing (box),377.68,8,3021.44,GPO,True
TXN-102716,2025-08-21,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Cardinal Health,Irrigation Solution — 3L,184.13,5,920.65,GPO,False
TXN-101166,2025-08-21,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,Philips,Surgical Table — Powered,51282.9,1,51282.9,Local,False
TXN-101284,2025-08-21,Northside Community Hospital,Biomedical Equipment,Biomedical Equipment,Philips,Stretcher — Emergency,5206.01,2,10412.02,Local,False
TXN-102856,2025-08-21,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,B.Braun,Hemostatic Agent — Topical,866.77,12,10401.24,GPO,False
TXN-104972,2025-08-22,Valley Health System — Main Campus,Vascular,Vascular,Abbott,Dialysis Catheter Kit,514.16,1,514.16,GPO,False
TXN-104964,2025-08-22,Northside Community Hospital,Vascular,Vascular,Medtronic,PTA Balloon Catheter,4097.35,3,12292.05,Off-Contract,True
TXN-102599,2025-08-22,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Teleflex,Laparoscopic Trocar Set,2189.03,4,8756.12,Local,False
TXN-103555,2025-08-22,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,Integra LifeSciences,Skin Substitute — Bioengineered (per cm²),2054.91,2,4109.82,GPO,False
TXN-105112,2025-08-22,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Linen — Disposable Underpads (case),210.35,5,1051.75,GPO,False
TXN-105107,2025-08-22,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Wheelchair — Standard,2546.9,24,61125.6,GPO,False
TXN-102143,2025-08-22,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Baxter,Surgical Stapler — Linear,1459.88,7,10219.16,GPO,False
TXN-101384,2025-08-23,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Infusion Pump — Dual Channel,3813.22,1,3813.22,GPO,False
TXN-101951,2025-08-23,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Baxter,Surgical Suture — Non-Absorbable (box),516.07,6,3096.42,Local,False
TXN-103160,2025-08-23,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,Medtronic,Tissue Sealant — Fibrin (5mL),1025.08,4,4100.32,GPO,True
TXN-102254,2025-08-23,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Baxter,Surgical Suture — Non-Absorbable (box),673.18,3,2019.54,GPO,False
TXN-103631,2025-08-23,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,Smith+Nephew,Platelet-Rich Plasma Prep Kit,1536.61,3,4609.83,GPO,False
TXN-101780,2025-08-23,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Teleflex,Surgical Gown — Sterile (case),924.47,1,924.47,GPO,False
TXN-101145,2025-08-23,Riverside General Hospital,Biomedical Equipment,Biomedical Equipment,Philips,Fluid Warmer System,3598.77,1,3598.77,Off-Contract,False
TXN-101977,2025-08-23,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,B.Braun,Wound Closure Strip (box),178.2,5,891.0,GPO,False
TXN-104193,2025-08-23,St. Joseph's University Hospital,Radiology,Radiology,Siemens Healthineers,Lead Apron — Lightweight,333.27,1,333.27,GPO,False
TXN-100756,2025-08-23,Riverside General Hospital,Orthopedics,Orthopedics,Stryker,Primary Total Hip System,7018.78,3,21056.34,GPO,True
TXN-103212,2025-08-24,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,Smith+Nephew,Foam Dressing — Adhesive (box),399.86,5,1999.3,GPO,False
TXN-101254,2025-08-24,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Agiliti,Bed — Med-Surg Electric,10384.13,3,31152.39,GPO,False
TXN-104862,2025-08-24,Riverside General Hospital,Vascular,Vascular,Boston Scientific,Peripheral Atherectomy Device,7621.68,3,22865.04,GPO,True
TXN-100310,2025-08-24,Valley Health System — Main Campus,Orthopedics,Orthopedics,Globus Medical,Bone Cement (40g),332.34,2,664.68,GPO,True
TXN-105312,2025-08-24,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,B.Braun,IV Pole — Rolling,1161.51,1,1161.51,GPO,False
TXN-101935,2025-08-24,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Teleflex,Hemostatic Agent — Topical,609.55,1,609.55,Local,False
TXN-103786,2025-08-24,Memorial Regional Medical Center,Radiology,Radiology,Philips,CR Imaging Plate,2110.73,1,2110.73,Off-Contract,False
TXN-100765,2025-08-25,Memorial Regional Medical Center,Orthopedics,Orthopedics,DePuy Synthes,Meniscal Repair Device,1026.01,1,1026.01,GPO,True
TXN-103867,2025-08-25,St. Joseph's University Hospital,Radiology,Radiology,GE Healthcare,Biopsy Needle — CT-Guided (box),253.72,3,761.16,GPO,False
TXN-101733,2025-08-25,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Stapler — Linear,751.47,6,4508.82,GPO,False
TXN-102593,2025-08-25,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,B.Braun,Surgical Gown — Sterile (case),884.17,4,3536.68,Local,False
TXN-100849,2025-08-25,Valley Health System — Main Campus,Orthopedics,Orthopedics,Stryker,Spinal Rod System (Titanium),2476.44,3,7429.32,GPO,True
TXN-101529,2025-08-25,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Transport Monitor,8256.58,1,8256.58,Local,False
TXN-104500,2025-08-25,Valley Health System — Main Campus,Clinical Engineering Services,Clinical Engineering Services,Sodexo,Annual Safety Testing — OR Suite,8062.12,4,32248.48,Local,False
TXN-103560,2025-08-26,Valley Health System — Main Campus,Biologics & Wound Care,Biologics & Wound Care,Molnlycke,Amniotic Membrane Allograft,6651.16,3,19953.48,Local,False
TXN-104727,2025-08-26,St. Joseph's University Hospital,Vascular,Vascular,BD,PICC Line Kit,476.31,1,476.31,Local,True
TXN-104072,2025-08-26,Memorial Regional Medical Center,Radiology,Radiology,Siemens Healthineers,CR Imaging Plate,1528.27,3,4584.81,GPO,False
TXN-100165,2025-08-26,St. Joseph's University Hospital,Orthopedics,Orthopedics,Stryker,Reverse Shoulder System,8147.21,1,8147.21,Local,True
TXN-102273,2025-08-26,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Teleflex,Surgical Stapler — Linear,795.81,2,1591.62,GPO,False
TXN-102697,2025-08-26,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,BD,Stapler Reload Cartridge (6-pack),1577.97,12,18935.64,Local,False
TXN-101651,2025-08-26,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Cardinal Health,Energy Device — Ultrasonic Shears,1799.26,20,35985.2,GPO,False
TXN-101801,2025-08-26,Riverside General Hospital,Surgical Supplies,Surgical Supplies,B.Braun,Wound Closure Strip (box),175.41,1,175.41,Local,False
TXN-103659,2025-08-26,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,Baxter,Negative Pressure Wound Therapy Kit,2121.31,2,4242.62,GPO,False
TXN-100220,2025-08-26,St. Joseph's University Hospital,Orthopedics,Orthopedics,Stryker,ACL Reconstruction Graft System,2819.2,3,8457.6,GPO,True
TXN-104813,2025-08-27,St. Joseph's University Hospital,Vascular,Vascular,BD,Drug-Eluting Stent,3543.09,2,7086.18,GPO,False
TXN-104124,2025-08-27,Valley Health System — Main Campus,Radiology,Radiology,Canon Medical,PACS Storage License — Annual,10701.94,4,42807.76,Local,False
TXN-100614,2025-08-27,Memorial Regional Medical Center,Orthopedics,Orthopedics,Globus Medical,Primary Total Knee System,7059.91,1,7059.91,GPO,True
TXN-100768,2025-08-27,St. Joseph's University Hospital,Orthopedics,Orthopedics,Smith+Nephew,Primary Total Knee System,5083.21,1,5083.21,GPO,True
TXN-103370,2025-08-27,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,KCI (3M+KCI),NPWT Canister/Dressing Change Kit,1036.01,2,2072.02,Off-Contract,True
TXN-101233,2025-08-27,Riverside General Hospital,Biomedical Equipment,Biomedical Equipment,BD,Surgical Headlight — LED,2651.83,2,5303.66,Local,False
TXN-105130,2025-08-27,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Crutches — Aluminum (pair),222.35,1,222.35,Off-Contract,False
TXN-100405,2025-08-27,St. Joseph's University Hospital,Orthopedics,Orthopedics,DePuy Synthes,Surgical Power Drill — Ortho,3960.61,6,23763.66,GPO,True
TXN-100103,2025-08-27,Riverside General Hospital,Orthopedics,Orthopedics,Stryker,Surgical Power Drill — Ortho,6121.91,2,12243.82,Off-Contract,True
TXN-101175,2025-08-27,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Suction Unit — Portable,2074.95,1,2074.95,Off-Contract,False
TXN-104769,2025-08-27,St. Joseph's University Hospital,Vascular,Vascular,Abbott,Guidewire — Hydrophilic,402.53,2,805.06,GPO,False
TXN-101641,2025-08-27,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,Medtronic,Defibrillator — Biphasic,13304.64,2,26609.28,GPO,False
TXN-102297,2025-08-27,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Teleflex,Stapler Reload Cartridge (6-pack),1295.56,1,1295.56,Local,False
TXN-105366,2025-08-28,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Linen — Disposable Underpads (case),443.48,1,443.48,Local,False
TXN-100769,2025-08-28,Riverside General Hospital,Orthopedics,Orthopedics,Globus Medical,Bone Cement (40g),194.29,1,194.29,Local,True
TXN-104324,2025-08-28,Valley Health System — Main Campus,Clinical Engineering Services,Clinical Engineering Services,Siemens Healthineers,On-Call Service Contract — Monthly,20723.57,1,20723.57,GPO,False
TXN-105012,2025-08-28,Memorial Regional Medical Center,Vascular,Vascular,Medtronic,Peripheral Atherectomy Device,3820.31,1,3820.31,GPO,True
TXN-101804,2025-08-28,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,BD,Drape — Surgical (case),495.88,3,1487.64,GPO,False
TXN-105183,2025-08-28,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,Baxter,Sharps Container (case),397.77,8,3182.16,Local,False
TXN-102402,2025-08-28,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Baxter,Surgical Gown — Sterile (case),851.65,7,5961.55,Local,False
TXN-101986,2025-08-28,Northside Community Hospital,Surgical Supplies,Surgical Supplies,B.Braun,Wound Closure Strip (box),126.77,2,253.54,GPO,False
TXN-103824,2025-08-28,Memorial Regional Medical Center,Radiology,Radiology,Siemens Healthineers,Lead Apron — Lightweight,317.32,1,317.32,Local,False
TXN-101914,2025-08-28,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Baxter,Specimen Container — Sterile (case),349.38,6,2096.28,GPO,False
TXN-105442,2025-08-28,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,BD,Wheelchair — Standard,1932.73,7,13529.11,GPO,False
TXN-105561,2025-08-29,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,B.Braun,Walker — Folding,517.92,10,5179.2,GPO,True
TXN-102407,2025-08-29,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Baxter,Stapler Reload Cartridge (6-pack),1096.16,8,8769.28,Off-Contract,False
TXN-103992,2025-08-29,Memorial Regional Medical Center,Radiology,Radiology,GE Healthcare,Fluoroscopy Drape (case),251.29,2,502.58,Off-Contract,False
TXN-101097,2025-08-29,St. Joseph's University Hospital,Orthopedics,Orthopedics,Zimmer Biomet,Primary Total Hip System,7545.93,1,7545.93,GPO,True
TXN-100368,2025-08-30,Valley Health System — Main Campus,Orthopedics,Orthopedics,Stryker,Meniscal Repair Device,1103.47,1,1103.47,GPO,True
TXN-101127,2025-08-30,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,BD,Transport Monitor,11743.36,2,23486.72,GPO,True
TXN-104668,2025-08-30,St. Joseph's University Hospital,Vascular,Vascular,Abbott,Bare Metal Stent,4981.71,6,29890.26,Off-Contract,True
TXN-102032,2025-08-30,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Gloves — Sterile (case),538.93,6,3233.58,Local,False
TXN-101056,2025-08-30,St. Joseph's University Hospital,Orthopedics,Orthopedics,Arthrex,Revision Hip Stem Component,8750.39,1,8750.39,GPO,True
TXN-100740,2025-08-30,Valley Health System — Main Campus,Orthopedics,Orthopedics,Smith+Nephew,Surgical Power Drill — Ortho,5480.57,1,5480.57,Local,True
TXN-104984,2025-08-30,Northside Community Hospital,Vascular,Vascular,Boston Scientific,Drug-Eluting Stent,7160.58,3,21481.74,GPO,True
TXN-103625,2025-08-31,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,Molnlycke,Negative Pressure Wound Therapy Kit,1770.7,3,5312.1,Local,True
TXN-104053,2025-08-31,St. Joseph's University Hospital,Radiology,Radiology,Hologic,X-Ray Cassette — Digital DR Panel,12328.21,2,24656.42,Local,False
TXN-100243,2025-08-31,Valley Health System — Main Campus,Orthopedics,Orthopedics,Smith+Nephew,Spinal Rod System (Titanium),3108.14,4,12432.56,Off-Contract,True
TXN-100046,2025-08-31,Memorial Regional Medical Center,Orthopedics,Orthopedics,Zimmer Biomet,Primary Total Knee System,5128.76,2,10257.52,Local,True
TXN-100064,2025-08-31,Valley Health System — Main Campus,Orthopedics,Orthopedics,Zimmer Biomet,Intramedullary Nail — Tibial,1783.53,1,1783.53,GPO,True
TXN-101436,2025-08-31,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Agiliti,Stretcher — Emergency,5203.21,2,10406.42,Off-Contract,False
TXN-104277,2025-08-31,Memorial Regional Medical Center,Clinical Engineering Services,Clinical Engineering Services,Sodexo,Annual Safety Testing — OR Suite,5110.04,5,25550.2,GPO,False
TXN-101006,2025-08-31,Riverside General Hospital,Orthopedics,Orthopedics,Stryker,Cannulated Screw Set (6.5mm),688.9,1,688.9,GPO,True
TXN-103801,2025-08-31,Valley Health System — Main Campus,Radiology,Radiology,GE Healthcare,MRI Contrast Agent — Gadolinium (case),966.53,1,966.53,Local,False
TXN-101326,2025-08-31,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Medtronic,Sequential Compression Device,2054.2,5,10271.0,GPO,False
TXN-104510,2025-09-01,Northside Community Hospital,Clinical Engineering Services,Clinical Engineering Services,Sodexo,Repair Parts — Electrosurgical Unit,1450.39,1,1450.39,Local,False
TXN-100738,2025-09-01,Valley Health System — Main Campus,Orthopedics,Orthopedics,Zimmer Biomet,Cannulated Screw Set (6.5mm),914.13,7,6398.91,GPO,True
TXN-101121,2025-09-01,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,Medtronic,Patient Monitor — Bedside,7237.68,2,14475.36,Local,False
TXN-100045,2025-09-01,Valley Health System — Main Campus,Orthopedics,Orthopedics,Zimmer Biomet,Reverse Shoulder System,7742.46,2,15484.92,GPO,True
TXN-102945,2025-09-01,Riverside General Hospital,Surgical Supplies,Surgical Supplies,BD,Surgical Gown — Sterile (case),1012.56,10,10125.6,GPO,False
TXN-101347,2025-09-01,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Patient Monitor — Bedside,4360.12,1,4360.12,GPO,False
TXN-104298,2025-09-01,Valley Health System — Main Campus,Clinical Engineering Services,Clinical Engineering Services,Philips,On-Call Service Contract — Monthly,24787.68,2,49575.36,GPO,False
TXN-104842,2025-09-01,Riverside General Hospital,Vascular,Vascular,Medtronic,Peripheral Atherectomy Device,7088.9,1,7088.9,Local,True
TXN-102841,2025-09-01,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,BD,Surgical Suture — Non-Absorbable (box),680.7,2,1361.4,GPO,False
TXN-101585,2025-09-01,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,BD,Transport Monitor,14536.33,2,29072.66,Off-Contract,False
TXN-100835,2025-09-01,St. Joseph's University Hospital,Orthopedics,Orthopedics,Stryker,ACL Reconstruction Graft System,2602.94,3,7808.82,Local,True
TXN-101620,2025-09-02,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Philips,Fluid Warmer System,5634.35,1,5634.35,Off-Contract,False
TXN-103547,2025-09-02,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,Integra LifeSciences,Tissue Sealant — Fibrin (5mL),1080.64,3,3241.92,Local,True
TXN-103865,2025-09-02,Memorial Regional Medical Center,Radiology,Radiology,GE Healthcare,CT Contrast Agent — Iodinated (case),828.19,4,3312.76,GPO,False
TXN-100560,2025-09-02,Memorial Regional Medical Center,Orthopedics,Orthopedics,Medtronic,Locking Plate System — Proximal Humerus,1122.61,2,2245.22,GPO,True
TXN-104946,2025-09-02,Memorial Regional Medical Center,Vascular,Vascular,Medtronic,Central Venous Catheter Kit,337.27,2,674.54,GPO,False
TXN-104544,2025-09-03,St. Joseph's University Hospital,Clinical Engineering Services,Clinical Engineering Services,Agiliti,Repair Parts — Electrosurgical Unit,2765.06,2,5530.12,Local,False
TXN-104433,2025-09-03,St. Joseph's University Hospital,Clinical Engineering Services,Clinical Engineering Services,Agiliti,PM Service — Patient Monitors (quarterly),2659.86,1,2659.86,Local,False
TXN-101738,2025-09-03,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,BD,Surgical Gown — Sterile (case),1074.11,2,2148.22,Local,False
TXN-105250,2025-09-03,St. Joseph's University Hospital,Other/Miscellaneous,Other/Miscellaneous,BD,Exam Gloves — Nitrile (case),175.26,6,1051.56,GPO,False
TXN-101079,2025-09-04,Memorial Regional Medical Center,Orthopedics,Orthopedics,Stryker,Spinal Rod System (Titanium),2657.65,1,2657.65,Local,True
TXN-102546,2025-09-04,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Hemostatic Agent — Topical,732.4,6,4394.4,GPO,False
TXN-100026,2025-09-04,Riverside General Hospital,Orthopedics,Orthopedics,Medtronic,Primary Total Hip System,8849.51,1,8849.51,Local,True
TXN-100222,2025-09-04,Riverside General Hospital,Orthopedics,Orthopedics,Medtronic,Thoracolumbar Pedicle Screw Set,3425.68,2,6851.36,GPO,True
TXN-100081,2025-09-04,Valley Health System — Main Campus,Orthopedics,Orthopedics,Medtronic,Primary Total Knee System,6707.46,2,13414.92,GPO,True
TXN-103932,2025-09-04,Valley Health System — Main Campus,Radiology,Radiology,Hologic,X-Ray Cassette — Digital DR Panel,13059.95,1,13059.95,GPO,False
TXN-100763,2025-09-04,St. Joseph's University Hospital,Orthopedics,Orthopedics,Zimmer Biomet,Intramedullary Nail — Femoral,4522.0,2,9044.0,Off-Contract,True
TXN-103877,2025-09-05,St. Joseph's University Hospital,Radiology,Radiology,Hologic,CT Contrast Agent — Iodinated (case),727.35,1,727.35,GPO,False
TXN-104765,2025-09-05,Valley Health System — Main Campus,Vascular,Vascular,B.Braun,Dialysis Catheter Kit,541.26,7,3788.82,GPO,False
TXN-100439,2025-09-05,Valley Health System — Main Campus,Orthopedics,Orthopedics,Smith+Nephew,Primary Total Knee System,5988.81,2,11977.62,Local,True
TXN-105395,2025-09-05,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Thermometer — Digital (each),189.09,9,1701.81,GPO,False
TXN-104220,2025-09-05,St. Joseph's University Hospital,Clinical Engineering Services,Clinical Engineering Services,Philips,On-Call Service Contract — Monthly,10556.99,1,10556.99,GPO,False
TXN-103037,2025-09-05,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,BD,Laparoscopic Trocar Set,1812.59,4,7250.36,Local,False
TXN-104699,2025-09-06,Riverside General Hospital,Vascular,Vascular,Abbott,Central Venous Catheter Kit,224.98,1,224.98,GPO,True
TXN-104397,2025-09-06,St. Joseph's University Hospital,Clinical Engineering Services,Clinical Engineering Services,Agiliti,PM Service — Patient Monitors (quarterly),3226.3,2,6452.6,Local,True
TXN-101028,2025-09-06,Riverside General Hospital,Orthopedics,Orthopedics,Zimmer Biomet,ACL Reconstruction Graft System,2801.75,1,2801.75,GPO,True
TXN-104909,2025-09-07,Riverside General Hospital,Vascular,Vascular,Boston Scientific,PTA Balloon Catheter,3125.69,1,3125.69,GPO,True
TXN-103504,2025-09-07,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,Integra LifeSciences,Collagen Wound Dressing (box),1276.71,2,2553.42,Local,True
TXN-101583,2025-09-07,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Pulse Oximeter — Portable,612.5,3,1837.5,GPO,False
TXN-102001,2025-09-07,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Baxter,Surgical Gloves — Sterile (case),666.79,7,4667.53,GPO,False
TXN-103233,2025-09-07,Northside Community Hospital,Biologics & Wound Care,Biologics & Wound Care,Baxter,Bone Morphogenetic Protein Kit,13560.64,8,108485.12,GPO,False
TXN-102334,2025-09-08,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Medtronic,Energy Device — Ultrasonic Shears,2594.6,7,18162.2,Off-Contract,False
TXN-105406,2025-09-08,St. Joseph's University Hospital,Other/Miscellaneous,Other/Miscellaneous,Teleflex,Isolation Gown (case),584.74,1,584.74,GPO,False
TXN-105504,2025-09-08,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,Teleflex,Blood Pressure Cuff — Disposable (box),761.97,5,3809.85,GPO,False
